DJI_20230125121730_0472.JPG;-0.380207;39.442228;142.488349
DJI_20230125121731_0473.JPG;-0.380178;39.442331;142.486766
DJI_20230125121733_0474.JPG;-0.380150;39.442427;142.467144
DJI_20230125121734_0475.JPG;-0.380124;39.442518;142.619982
DJI_20230125121744_0479.JPG;-0.379895;39.442431;142.482799
DJI_20230125121746_0480.JPG;-0.379931;39.442328;142.519395
DJI_20230125121747_0481.JPG;-0.379960;39.442233;142.499163
DJI_20230125121749_0482.JPG;-0.379987;39.442140;142.531107
DJI_20230125121759_0487.JPG;-0.379736;39.442165;142.477850
DJI_20230125121800_0488.JPG;-0.379706;39.442267;142.511884
DJI_20230125121802_0489.JPG;-0.379678;39.442365;142.553673
DJI_20230125121803_0490.JPG;-0.379653;39.442453;142.600802
DJI_20230125121813_0494.JPG;-0.379427;39.442349;142.457099
DJI_20230125121814_0495.JPG;-0.379464;39.442246;142.468047
DJI_20230125121816_0496.JPG;-0.379495;39.442147;142.552934
DJI_20230125121817_0497.JPG;-0.379521;39.442060;142.503306